customerID,SeniorCitizen,tenure,OnlineBackup,DeviceProtection,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Charges_per_Month,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,TechSupport_No internet service,TechSupport_Yes
4116-TZAQJ,False,-0.43478260869565216,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0.07175712971481152,-0.22391874422899352,Yes,0.012963541249276888,False,False,False,True,False,False,True,False,False,True,False,False
9060-HJJRW,False,0.4782608695652174,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),-0.25666973321067155,0.45238042474607576,No,-0.24020535284885902,False,False,False,False,True,False,False,False,False,False,False,False
2587-YNLES,False,-0.5,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-0.9245630174793008,-0.3832686980609418,No,-0.9949754597503461,False,True,True,True,False,False,False,True,True,False,True,False
7398-SKNQZ,False,-0.5652173913043478,No,No,Yes,Yes,Month-to-month,No,Electronic check,0.45170193192272334,-0.33219575253924283,No,0.3837861801041342,False,True,False,True,False,True,True,False,False,False,False,False
5935-FCCNB,True,-0.2608695652173913,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.4388224471021161,0.06224930747922443,No,0.4492618345759489,False,False,False,True,False,True,True,False,False,False,False,False
1958-RNRKS,False,0.021739130434782608,No,No,No,No,Month-to-month,No,Electronic check,-0.3762649494020239,0.013141274238227188,No,-0.4137349289617875,True,True,False,True,False,True,False,False,False,False,False,False
5136-RGMZO,False,0.043478260869565216,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,0.01287948482060723,0.22771560480147743,No,-0.00802899060999662,True,False,False,True,False,True,False,False,False,False,False,True
8345-MVDYC,False,0.34782608695652173,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),0.20791168353265893,0.6563176361957526,No,0.18624765184280265,False,False,False,True,False,False,False,False,False,True,False,True
8226-BXGES,False,0.7608695652173914,Yes,Yes,No,No,One year,No,Bank transfer (automatic),0.3514259429622817,1.269119113573407,No,0.34448641177835826,True,True,False,True,False,True,True,False,False,True,False,False
3877-JRJIP,False,-0.6086956521739131,No,No,Yes,No,Month-to-month,Yes,Electronic check,-0.19319227230910752,-0.39523545706371194,Yes,-0.19516697569621128,True,False,False,True,False,True,False,False,False,False,False,False
8375-DKEBR,True,-0.6086956521739131,No,No,No,No,Month-to-month,Yes,Electronic check,-0.013799448022079119,-0.3923545706371191,Yes,-0.014340709736146184,False,False,False,True,False,False,True,False,False,False,False,False
9705-IOVQQ,True,0.6956521739130435,Yes,No,Yes,Yes,One year,No,Electronic check,0.5271389144434224,1.3508624192059098,No,0.509728621302718,True,True,True,True,False,True,True,False,False,False,False,False
1015-OWJKI,False,-0.6086956521739131,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-0.9438822447102116,-0.40729085872576176,No,-0.9518553501752535,True,False,False,True,False,False,False,True,True,False,True,False
7511-YMXVQ,False,-0.43478260869565216,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,-0.4590616375344986,-0.28917451523545706,Yes,-0.44214165347756534,True,False,False,False,True,False,False,False,False,False,False,False
2040-XBAVJ,False,0.9347826086956522,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),0.8114075436982523,1.980594644506002,No,0.781436533488537,True,True,True,True,False,True,True,False,False,True,False,True
7551-JOHTI,False,-0.6086956521739131,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-0.9356025758969642,-0.40715789473684205,Yes,-0.9435095225155581,False,False,False,True,False,False,False,True,True,False,True,False
8887-IPQNC,False,-0.4782608695652174,No,No,No,No,Month-to-month,Yes,Mailed check,-0.4802207911683532,-0.32030286241920586,No,-0.4746859655685466,False,True,False,True,False,False,False,False,False,False,False,False
8646-JCOMS,False,0.8043478260869565,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),0.3716651333946643,1.3986260387811635,No,0.41766124826495143,False,True,False,True,False,True,True,False,False,False,False,True
9804-ICWBG,False,-0.6086956521739131,No,No,No,No,Month-to-month,Yes,Electronic check,-0.008279668813247262,-0.39226592797783927,Yes,-0.008776824629682427,True,False,False,True,False,False,True,False,False,False,False,False
1222-KJNZD,False,0.2391304347826087,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),-0.9190432382704692,-0.1927017543859649,No,-0.9595984236150819,True,True,True,True,False,False,False,True,True,False,True,False
0106-GHRQR,False,-0.2826086956521739,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),0.019319227230910976,-0.05477377654662973,No,0.09983484921940781,True,False,False,True,False,True,False,False,False,False,False,False
5318-IXUZF,False,-0.5869565217391305,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),0.30910763569457245,-0.3586260387811634,Yes,0.39877775941877214,False,False,False,True,False,False,True,False,False,False,False,False
3768-VHXQO,False,0.8260869565217391,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),-0.8371665133394663,0.05496583564173595,No,-0.8668330959239958,True,True,False,True,False,True,False,True,True,False,True,False
8952-WCVCD,False,0.2608695652173913,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),0.6274149034038641,0.8168642659279779,No,0.5775345315282625,False,True,False,True,False,False,True,False,False,True,False,False
2418-TPEUN,False,0.5869565217391305,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),-0.9300827966881325,-0.0820166204986149,No,-0.9342694990351812,False,True,True,True,False,False,False,True,True,False,True,False
3963-RYFNS,False,0.9347826086956522,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.8482060717571299,1.9548882733148663,No,0.7590264406986145,False,False,False,True,False,True,True,False,False,True,False,True
3198-VELRD,False,-0.5652173913043478,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),0.2649494020239192,-0.33466297322253,Yes,0.3321656905052783,False,True,True,True,False,True,True,False,False,False,False,False
8540-ZQGEA,False,0.5434782608695652,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),-0.9254829806807728,-0.08718744228993532,No,-0.9265431074378235,False,True,False,True,False,False,False,True,True,False,True,False
1320-REHCS,True,0.5,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,0.7433302667893286,1.3102936288088642,No,0.7748749930576061,True,False,False,True,False,True,True,False,False,False,False,True
4137-JOPHL,False,0.45652173913043476,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),0.3560257589696414,0.858954755309326,No,0.29148750828246683,False,False,False,True,False,False,True,False,False,False,False,True
9436-ZBZCT,False,-0.32608695652173914,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.3606255749770011,-0.06473130193905811,Yes,0.2559051382920834,True,False,False,True,False,True,True,False,False,False,False,True
7801-CEDNV,False,-0.043478260869565216,No,No,No,No,One year,No,Credit card (automatic),-0.3983440662373504,0.007172668513388762,No,-0.3285628383721645,True,True,False,True,False,False,False,False,False,True,False,False
2057-BOYKM,True,0.9347826086956522,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),0.4829806807727691,1.604439519852262,No,0.4535150550263417,False,True,False,True,False,True,True,False,False,True,False,True
3658-QQJYD,False,0.717391304347826,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),0.07267709291628341,0.9752391505078486,No,0.100182592038562,True,False,False,True,False,False,False,False,False,True,False,False
1803-BGNBD,False,-0.3695652173913043,Yes,No,No,No,Month-to-month,Yes,Electronic check,-0.29530818767249306,-0.21953093259464448,No,-0.2936168316078024,False,False,False,True,False,False,False,False,False,False,False,True
0134-XWXCE,True,0.32608695652173914,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),0.0827966881324747,0.5527091412742383,No,0.07234209118387132,False,False,False,True,False,False,False,False,False,False,False,True
6950-TWMYB,False,0.5434782608695652,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),0.17663293468261287,0.8759593721144968,No,0.19298270041920712,True,True,True,True,False,False,True,False,False,False,False,True
5848-FHRFC,False,0.8478260869565217,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),-0.9254829806807728,-0.003124653739612135,No,-0.9268996890359684,False,False,False,True,False,False,False,True,True,False,True,False
2243-FNMMI,False,-0.1956521739130435,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-0.937442502299908,-0.29017913204062784,No,-0.9199557422315292,True,False,False,True,False,False,False,True,True,False,True,False
2511-MORQY,False,0.45652173913043476,No,Yes,No,No,One year,No,Bank transfer (automatic),-0.28426862925482976,0.35948291782086794,No,-0.3355252506485984,True,True,True,True,False,True,False,False,False,False,False,False
5356-KZCKT,False,0.6304347826086957,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),-0.8445262189512419,0.03431209602954755,No,-0.8211680028757334,True,False,False,True,False,True,False,True,True,False,True,False
9470-XCCEM,False,0.13043478260869565,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),0.35510579576816953,0.5212557710064635,No,0.3701502458114681,True,True,True,True,False,True,True,False,False,False,False,False
6519-CFDBX,False,-0.5869565217391305,No,No,No,No,Month-to-month,Yes,Electronic check,-0.4590616375344986,-0.38900092336103415,No,-0.5545012221553153,False,False,False,True,False,False,False,False,False,False,False,False
3902-MIVLE,False,0.7391304347826086,No,Yes,No,Yes,Two year,No,Mailed check,0.09843606255749787,0.9689307479224376,No,0.07159040468590203,True,True,True,True,False,True,False,False,False,True,False,True
0409-WTMPL,False,0.6304347826086957,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),0.7414903403863848,1.515545706371191,No,0.7818224702827192,False,True,False,True,False,True,True,False,False,True,False,False
8763-KIAFH,False,-0.043478260869565216,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,-0.9162833486660534,-0.24056879039704523,No,-0.9044936368307274,False,True,True,True,False,False,False,True,True,False,True,False
3669-WHAFY,False,0.9130434782608695,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0.8242870285188595,1.9739612188365652,No,0.804960963335352,False,True,False,True,False,True,True,False,False,True,False,True
3055-VTCGS,False,0.7391304347826086,No,Yes,No,Yes,One year,No,Credit card (automatic),-0.2171113155473781,0.6222788550323176,No,-0.27378261155235356,False,False,False,True,False,False,False,False,False,False,False,False
3144-KMTWZ,False,0.9130434782608695,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),0.4213431462741492,1.5577396121883658,No,0.4370000828085974,True,True,False,True,False,True,True,False,False,False,False,False
7279-BUYWN,True,0.2608695652173913,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,0.7884084636614538,0.9727128347183749,Yes,0.8161256859513679,False,False,False,True,False,True,True,False,False,True,False,False
7156-MHUGY,True,-0.34782608695652173,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.3707451701931924,-0.05800923361034159,Yes,0.4084432264947442,True,False,False,True,False,False,True,False,False,False,False,False
7198-GLXTC,False,-0.5869565217391305,No,No,Yes,No,Month-to-month,No,Electronic check,0.15915363385464593,-0.3704746075715604,Yes,0.02692477147012527,True,False,False,True,False,False,True,False,False,False,False,False
2007-QVGAW,False,0.8478260869565217,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),-0.9383624655013799,-0.03097322253000918,No,-0.952605383706762,False,True,True,True,False,False,False,True,True,False,True,False
5207-PLSTK,False,-0.6086956521739131,No,No,No,No,Month-to-month,Yes,Mailed check,-0.3974241030358785,-0.3985152354570637,No,-0.4010307246353625,True,True,True,True,False,False,False,False,False,True,False,False
2307-FYNNL,True,0.782608695652174,No,Yes,Yes,Yes,Two year,Yes,Electronic check,0.7120515179392826,1.6873795013850417,No,0.7230024642188841,True,False,False,True,False,True,True,False,False,True,False,True
5605-XNWEN,True,0.9347826086956522,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),-0.8344066237350506,0.11968975069252079,No,-0.8408481146831024,True,True,False,True,False,True,False,True,True,False,True,False
2155-AMQRX,False,-0.021739130434782608,No,No,No,No,Month-to-month,Yes,Credit card (automatic),-0.28426862925482976,0.03181532779316718,No,-0.30819995110311654,False,False,False,True,False,True,False,False,False,False,False,True
6181-AXXYF,False,0.9347826086956522,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),-0.8390064397424103,0.136398891966759,No,-0.8262815543696526,True,True,True,True,False,True,False,True,True,False,True,False
5091-HFAZW,False,-0.5869565217391305,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,0.38270469181232775,-0.36313204062788546,No,0.25736234629615706,False,False,False,True,False,False,True,False,False,True,False,False
0516-VRYBW,False,-0.2391304347826087,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),-0.9236430542778289,-0.29743305632502304,Yes,-0.9024501111280447,False,False,True,True,False,False,False,True,True,False,True,False
2519-LBNQL,True,0.6739130434782609,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,0.62557497700092,1.4602326869806095,No,0.6543919143515515,True,True,False,True,False,True,True,False,False,False,False,False
8623-ULFNQ,True,-0.06521739130434782,No,No,No,Yes,Month-to-month,Yes,Electronic check,-0.07911683532658689,0.07532409972299174,No,-0.1264743941894882,False,False,False,True,False,True,False,False,False,False,False,True
8380-PEFPE,False,-0.6086956521739131,No,No,No,No,Month-to-month,Yes,Electronic check,0.023919043238270682,-0.3917488457987072,Yes,0.023679171824688254,True,False,True,True,False,False,True,False,False,False,False,False
5687-DKDTV,False,-0.5434782608695652,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-0.9199632014719411,-0.3900203139427516,Yes,-0.9458278079765846,False,False,False,True,False,False,False,True,True,False,True,False
1568-LJSZU,False,0.8478260869565217,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0.4020239190432385,1.47601108033241,No,0.43842044080232495,True,True,True,True,False,True,False,False,False,True,False,True
7530-HDYDS,False,0.1956521739130435,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),0.25574977000919974,0.5516602031394275,Yes,0.2881101324108241,False,False,False,True,False,False,True,False,False,False,False,True
7789-HKSBS,True,0.2826086956521739,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),0.6412143514259432,0.9460166204986149,No,0.7257222461509631,False,True,False,True,False,True,True,False,False,True,False,False
7416-CKTEP,False,0.6086956521739131,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),-0.9337626494940202,-0.0777765466297322,No,-0.9361072777101752,False,True,False,True,False,False,False,True,True,False,True,False
2586-CWXVV,False,0.5434782608695652,Yes,No,No,No,Month-to-month,No,Electronic check,-0.735050597976081,0.06614958448753462,No,-0.7483098866971287,True,True,False,False,True,False,False,False,False,False,False,False
3096-IZETN,False,-0.3695652173913043,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),0.1425942962281509,-0.13301569713758077,Yes,0.15891249038456592,False,False,False,True,False,False,True,False,False,False,False,False
2348-KCJLT,False,0.32608695652173914,Yes,Yes,No,No,One year,Yes,Mailed check,-0.1628334866605335,0.3914238227146814,No,-0.1577372031618202,False,True,False,True,False,False,False,False,False,True,False,False
8401-EMUWF,False,0.2826086956521739,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),-0.017479300827966674,0.4907331486611266,No,0.04531650279426879,True,True,True,True,False,True,False,False,False,True,False,False
4193-IBKSW,False,0.9347826086956522,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),-0.8390064397424103,0.10995383194829178,No,-0.8493356153431937,True,True,True,True,False,True,False,True,True,False,True,False
5377-NDTOU,False,0.9130434782608695,Yes,Yes,Yes,Yes,Two year,No,Mailed check,0.38086476540938374,1.4467294552169898,No,0.3388615084190034,False,True,True,True,False,True,False,False,False,True,False,True
5922-ABDVO,False,-0.21739130434782608,No,Yes,No,Yes,Month-to-month,No,Mailed check,0.35510579576816953,0.10742751615881811,Yes,0.4138344134130177,False,True,False,True,False,True,True,False,False,False,False,False
2474-LCNUE,False,-0.13043478260869565,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),0.06071757129714833,0.07247276084949218,No,0.019486098990831643,False,True,False,True,False,True,False,False,False,False,False,True
0839-QNXME,False,0.021739130434782608,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),-0.937442502299908,-0.24198707294552166,No,-0.9475278839813374,False,False,False,True,False,False,False,True,True,False,True,False
3506-OVLKD,False,0.13043478260869565,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),-0.812327506899724,-0.13077008310249305,No,-0.799166446039304,True,False,False,True,False,True,False,True,True,False,True,False
9172-ANCRX,False,-0.41304347826086957,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.5216191352345908,-0.12534810710987992,Yes,0.4998550055195266,False,False,False,True,False,True,True,False,False,True,False,False
6650-VJONK,False,-0.6086956521739131,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),-0.4875804967801287,-0.3999630655586334,No,-0.49190751470760036,True,False,False,True,False,False,False,False,False,False,False,False
2178-PMGCJ,False,-0.15217391304347827,No,No,No,No,Month-to-month,Yes,Mailed check,-0.011959521619135079,0.027457063711911412,No,-0.048735635848829735,True,False,False,True,False,False,True,False,False,False,False,False
7492-TAFJD,False,-0.4782608695652174,Yes,Yes,No,No,Two year,No,Mailed check,-0.5850965961361546,-0.33018651892890116,No,-0.5633107069072159,True,True,True,False,True,False,False,False,False,True,False,False
2773-MADBQ,False,0.15217391304347827,Yes,Yes,No,Yes,Two year,Yes,Mailed check,-0.3173873045078196,0.1488531855955679,No,-0.32568644715200196,False,False,False,False,True,False,False,False,False,True,False,True
6016-LVTJQ,False,0.10869565217391304,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-0.9144434222631095,-0.20124099722991687,No,-0.9143809475464254,False,True,True,True,False,False,False,True,True,False,True,False
7860-KSUGX,False,0.9347826086956522,Yes,Yes,No,No,Two year,No,Credit card (automatic),-0.1085556577736889,0.981724838411819,No,-0.08935012376402496,True,True,True,True,False,True,False,False,False,True,False,False
8966-KZXXA,False,0.15217391304347827,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),-0.8325666973321066,-0.13784672206832868,No,-0.8255603100039999,True,True,True,True,False,True,False,True,True,False,True,False
6910-HADCM,False,-0.6086956521739131,No,Yes,No,No,Month-to-month,No,Electronic check,0.11039558417663295,-0.3903601108033241,Yes,0.11084670515928359,False,False,False,True,False,False,True,False,False,False,False,False
4816-LXZYW,False,-0.13043478260869565,Yes,No,No,No,Month-to-month,Yes,Electronic check,0.16191352345906188,0.08257802400738692,Yes,0.04706361647504227,False,False,False,True,False,True,True,False,False,False,False,False
9606-PBKBQ,True,0.06521739130434782,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.2695492180312789,0.3677414589104341,Yes,0.22609447114056255,True,True,False,True,False,True,True,False,False,False,False,False
5149-QYTTU,False,0.9130434782608695,Yes,Yes,No,No,One year,Yes,Credit card (automatic),0.45630174793008305,1.5877008310249308,No,0.46348731049852265,False,True,True,True,False,True,True,False,False,True,False,True
2070-XYMFH,True,-0.13043478260869565,No,Yes,No,No,Month-to-month,Yes,Mailed check,0.1655933762649494,0.12936657433056326,No,0.17475074786757872,False,False,False,True,False,True,True,False,False,False,False,False
2085-BOJKI,False,-0.2608695652173913,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),0.48390064397424126,0.05636934441366577,No,0.4275517730821007,True,True,False,True,False,False,True,False,False,False,False,False
0817-HSUSE,False,-0.6086956521739131,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,0.09475620975161005,-0.3906112650046168,No,0.09508236402430364,True,False,False,True,False,False,False,False,False,False,False,True
5442-PPTJY,False,-0.3695652173913043,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-0.9319227230910763,-0.33658356417359186,No,-0.9058760218648949,True,True,True,True,False,False,False,True,True,False,True,False
1927-QEWMY,False,0.9347826086956522,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),-0.9172033118675252,0.030958448753462632,No,-0.9182015728993526,False,True,False,True,False,False,False,True,True,False,True,False
1663-MHLHE,False,-0.6086956521739131,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-0.9411223551057957,-0.4072465373961218,No,-0.9490734076220216,True,False,False,True,False,False,False,True,True,False,True,False
5663-QBGIS,True,0.9347826086956522,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),0.515179392824287,1.6345484764542935,No,0.4797631981906303,True,True,False,True,False,True,True,False,False,False,False,False
4450-MDZFX,False,0.6739130434782609,No,No,No,No,Month-to-month,No,Bank transfer (automatic),0.0735970561177553,0.9029215143120961,No,0.07137403137620615,True,True,True,True,False,True,True,False,False,False,False,False
6701-DHKWQ,False,0.6956521739130435,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),-0.3495860165593375,0.5457211449676824,No,-0.31874299217282914,False,True,True,False,True,False,False,False,False,False,False,True
7554-AKDQF,False,-0.5,No,No,No,No,Month-to-month,No,Mailed check,-0.4544618215271389,-0.31734810710987993,No,-0.3053628112770032,False,True,False,True,False,False,False,False,False,False,False,False
3536-IQCTX,True,0.06521739130434782,No,No,No,Yes,Month-to-month,No,Electronic check,0.27506899724011047,0.3733702677746999,Yes,0.23713530564870097,True,True,False,True,False,True,True,False,False,False,False,False
4911-BANWH,False,0.043478260869565216,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),0.298068077276909,0.3840960295475531,Yes,0.3086039333250391,False,False,True,True,False,True,True,False,False,False,False,False
8496-EJAUI,False,-0.21739130434782608,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),0.06439742410303588,0.007985226223453398,Yes,0.08532116208313952,True,False,False,True,False,False,True,False,False,False,False,False
0794-YVSGE,False,0.9347826086956522,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),-0.9208831646734131,0.001085872576177339,No,-0.9442436462448832,True,True,True,True,False,False,False,True,True,False,True,False
5423-BHIXO,False,0.06521739130434782,Yes,No,No,No,Month-to-month,Yes,Electronic check,-0.29714811407543684,0.10108956602031394,No,-0.2969397074352737,False,False,False,True,False,True,False,False,False,False,False,False
6908-VVYHM,False,0.782608695652174,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,0.37350505979760834,1.339545706371191,No,0.3871150002533005,True,True,False,True,False,True,True,False,False,False,False,False
2959-EEXWB,False,0.34782608695652173,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),-0.35786568537258506,0.27667590027700834,No,-0.34328996141939644,False,True,True,False,True,False,False,False,False,True,False,False
1839-UMACK,False,0.2826086956521739,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,-0.8334866605335787,-0.13226223453370264,No,-0.8857290172631174,True,False,False,True,False,True,False,True,True,False,True,False
3030-YDNRM,False,-0.45652173913043476,No,No,No,No,Month-to-month,Yes,Electronic check,0.0827966881324747,-0.24377469990766384,No,0.021940457728918394,True,False,False,True,False,True,True,False,False,False,False,False
7321-KKSDU,False,0.06521739130434782,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-0.9172033118675252,-0.20703231763619573,No,-0.9013167271248763,True,False,True,True,False,False,False,True,True,False,True,False
3402-XRIUO,True,-0.15217391304347827,Yes,No,No,No,Month-to-month,Yes,Mailed check,-0.12511499540018395,-0.004631578947368408,No,-0.14028683623700278,False,True,False,True,False,True,False,False,False,True,False,True
3132-TVFDZ,True,0.6086956521739131,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,-0.4691812327506899,0.34732409972299166,Yes,-0.46799256995174837,True,True,False,False,True,False,False,False,False,False,False,False
8286-AFUYI,False,-0.6086956521739131,No,No,No,No,Month-to-month,No,Electronic check,-0.4121435142594295,-0.39875161588180974,No,-0.41586775158593187,True,False,False,True,False,False,False,False,False,True,False,False
8080-DDEMJ,True,-0.6086956521739131,No,No,No,No,Month-to-month,No,Electronic check,-0.4645814167433302,-0.39959372114496766,Yes,-0.4687246600973356,True,False,False,True,False,False,False,False,False,False,False,False
8356-WUAOJ,False,-0.6086956521739131,No,No,No,No,Month-to-month,Yes,Electronic check,-0.4664213431462741,-0.3996232686980609,No,-0.47057928846615676,False,True,False,True,False,False,False,False,False,False,False,False
6365-MTGZX,False,-0.10869565217391304,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.47194112235510594,0.21421237303785778,Yes,0.33498627114952667,True,False,False,True,False,False,True,False,False,False,False,True
1349-WXNGG,False,-0.6086956521739131,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),-0.9254829806807728,-0.40699538319482914,Yes,-0.9333090664870417,True,False,False,True,False,False,False,True,True,False,True,False
8058-DMYRU,True,0.5434782608695652,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,0.3624655013799449,1.0443065558633426,No,0.38866316581473825,True,False,False,True,False,True,True,False,False,False,False,False
9350-ZXYJC,False,-0.5434782608695652,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),-0.828886844526219,-0.37836380424746074,No,-0.7629150851015956,False,False,False,True,False,True,False,True,True,False,True,False
6990-YNRIO,False,0.782608695652174,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),0.7046918123275072,1.6370747922437674,Yes,0.6744254673278371,True,True,True,True,False,True,True,False,False,True,False,True
8958-JPTRR,False,0.5869565217391305,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,-0.8472861085556578,-0.040118190212373,No,-0.8873076592675305,False,True,False,True,False,True,False,True,True,False,True,False
6959-GQEGV,False,0.34782608695652173,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,0.10303587856485757,0.5544081255771007,No,0.044100690863597004,True,False,False,True,False,False,False,False,False,True,False,False
3173-WSSUE,False,0.9130434782608695,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),-0.9319227230910763,0.005429362880886426,No,-0.9353204240137913,False,True,True,True,False,False,False,True,True,False,True,False
1265-HVPZB,False,0.6521739130434783,Yes,Yes,Yes,No,One year,No,Credit card (automatic),-0.07267709291628315,0.7566315789473684,No,-0.06092645961060374,True,True,False,True,False,False,False,False,False,True,False,False
4115-UMJFQ,False,0.8695652173913043,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),-0.6366145354185833,0.3234792243767313,No,-0.6352783512190813,True,False,False,False,True,False,False,False,False,False,False,False
7369-TRPFD,False,-0.21739130434782608,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,-0.9484820607175714,-0.3304228993536472,No,-1.0326292962383865,True,False,False,True,False,False,False,True,True,False,True,False
1098-KFQEC,False,0.5652173913043478,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),-0.937442502299908,-0.09291966759002768,No,-0.9399688683568995,False,True,True,True,False,False,False,True,True,False,True,False
7190-XHTWJ,False,0.1956521739130435,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,-0.939282428702852,-0.18968790397045243,No,-0.936432651108214,False,False,False,True,False,False,False,True,True,False,True,False
0621-TWIEM,False,-0.41304347826086957,No,No,No,No,Month-to-month,Yes,Electronic check,-0.45630174793008277,-0.29396121883656506,Yes,-0.5584886731482807,True,False,False,True,False,False,False,False,False,False,False,False
3537-RYBHH,True,0.391304347826087,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),-0.05335786568537244,0.5479667590027701,No,-0.021917063923670956,False,True,False,True,False,True,False,False,False,True,False,False
